Gene_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Strain	species_taxid	Source
BACT_993	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia massiliae	Rickettsia massiliae MTU5	35791	HMP
BACT_80	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter	Aliarcobacter butzleri	Aliarcobacter butzleri RM4018	28197	HMP
BACT_1052	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia proteamaculans	Serratia proteamaculans 568	28151	HMP
BACT_365	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter koseri	Citrobacter koseri ATCC BAA-895	545	HMP
BACT_1003	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	Roseiflexus castenholzii	Roseiflexus castenholzii DSM 13941	120962	HMP
BACT_96	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	Bacillus velezensis FZB42	492670	HMP
BACT_1257	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Xanthobacter	Xanthobacter autotrophicus	Xanthobacter autotrophicus Py2	280	HMP
BACT_854	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Parvibaculaceae	Parvibaculum	Parvibaculum lavamentivorans	Parvibaculum lavamentivorans DS-1	256618	HMP
BACT_814	Bacteria	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nitratiruptoraceae	Nitratiruptor	Nitratiruptor sp. SB155-2	NA	387092	HMP
BACT_647	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. Marseille	NA	375286	HMP
BACT_1075	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium medicae	Sinorhizobium medicae WSM419	110321	HMP
BACT_373	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium beijerinckii	Clostridium beijerinckii NCIMB 8052	1520	HMP
BACT_1195	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga petrophila	Thermotoga petrophila RKU-1	93929	HMP
BACT_244	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium sp. BTAi1	NA	288000	HMP
BACT_324	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	Candidatus Vesicomyosocius	Candidatus Vesicomyosocius okutanii	NA	412965	HMP
BACT_489	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Dichelobacter	Dichelobacter nodosus	Dichelobacter nodosus VCS1703A	870	HMP
BACT_932	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Stutzerimonas	Stutzerimonas stutzeri	Pseudomonas stutzeri A1501	316	HMP
BACT_595	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus thermodenitrificans	Geobacillus thermodenitrificans NG80-2	33940	HMP
BACT_473	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	Desulforamulus	Desulforamulus reducens	Desulforamulus reducens MI-1	59610	HMP
BACT_21	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	Acinetobacter baumannii ATCC 17978	470	HMP
BACT_1117	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sanguinis	Streptococcus sanguinis SK36	1305	HMP
BACT_1269	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia enterocolitica	Yersinia enterocolitica subsp. enterocolitica 8081	630	HMP
BACT_736	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter nauticus	Marinobacter nauticus VT8	2743	HMP
BACT_824	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. JS614	NA	196162	HMP
BACT_354	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium phaeobacteroides	Chlorobium phaeobacteroides DSM 266	1096	HMP
BACT_784	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium ulcerans	Mycobacterium ulcerans Agy99	1809	HMP
BACT_321	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	Candidatus Ruthia	Candidatus Ruthia magnifica	Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)	386487	HMP
BACT_168	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	Bacillus thuringiensis str. Al Hakam	1428	HMP
BACT_610	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella forsetii	Gramella forsetii KT0803	411153	HMP
BACT_43	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila	Aeromonas hydrophila subsp. hydrophila ATCC 7966	644	HMP
BACT_948	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus necator	Cupriavidus necator H16	106590	HMP
BACT_666	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus delbrueckii	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002	1584	HMP
BACT_887	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas sp. JS666	NA	296591	HMP
BACT_308	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Blochmannia	Candidatus Blochmannia pennsylvanicus	Candidatus Blochmannia pennsylvanicus str. BPEN	101534	HMP
BACT_249	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	Brucella abortus	Brucella abortus bv. 1 str. 9-941	235	HMP
BACT_1040	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	28901	HMP
BACT_877	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium profundum	Photobacterium profundum SS9	74109	HMP
BACT_1147	Bacteria	Firmicutes	Clostridia	Eubacteriales	Symbiobacteriaceae	Symbiobacterium	Symbiobacterium thermophilum	Symbiobacterium thermophilum IAM 14863	2734	HMP
BACT_1123	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces avermitilis	Streptomyces avermitilis MA-4680 = NBRC 14893	33903	HMP
BACT_348	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia pneumoniae	Chlamydia pneumoniae CWL029	83558	HMP
BACT_1068	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella boydii	Shigella boydii CDC 3083-94	621	HMP
BACT_844	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Orientia	Orientia tsutsugamushi	Orientia tsutsugamushi str. Boryong	784	HMP
BACT_775	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium gilvum	Mycolicibacterium gilvum PYR-GCK	1804	HMP
BACT_280	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia vietnamiensis	Burkholderia vietnamiensis G4	60552	HMP
BACT_621	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Halorhodospira	Halorhodospira halophila	Halorhodospira halophila SL1	1053	HMP
BACT_785	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium vanbaalenii	Mycolicibacterium vanbaalenii PYR-1	110539	HMP
BACT_946	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas	Psychromonas ingrahamii	Psychromonas ingrahamii 37	357794	HMP
BACT_281	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia xenovorans	Paraburkholderia xenovorans LB400	36873	HMP
BACT_977	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Rhodoferax ferrireducens	Rhodoferax ferrireducens T118	192843	HMP
BACT_829	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium aromaticivorans	Novosphingobium aromaticivorans DSM 12444	48935	HMP
BACT_1079	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Bruguierivoracaceae	Sodalis	Sodalis glossinidius	Sodalis glossinidius str. 'morsitans'	63612	HMP
BACT_985	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum	Rhodospirillum rubrum	Rhodospirillum rubrum ATCC 11170	1085	HMP
BACT_275	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia lata	NA	482957	HMP
BACT_950	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus pinatubonensis	Cupriavidus pinatubonensis JMP134	248026	HMP
BACT_791	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mesomycoplasma	Mesomycoplasma hyopneumoniae	Mycoplasma hyopneumoniae 7448	2099	HMP
BACT_797	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasmopsis	Mycoplasmopsis synoviae	Mycoplasmopsis synoviae 53	2109	HMP
BACT_144	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis	Bacillus licheniformis DSM 13 = ATCC 14580	1402	HMP
BACT_120	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus E33L	1396	HMP
BACT_1279	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis IP 32953	633	HMP
BACT_320	Bacteria	Chlamydiae	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	Candidatus Protochlamydia amoebophila	Candidatus Protochlamydia amoebophila UWE25	362787	HMP
BACT_952	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	Ralstonia solanacearum GMI1000	305	HMP
BACT_990	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia conorii	Rickettsia conorii str. Malish 7	781	HMP
BACT_1076	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium meliloti	Sinorhizobium meliloti 1021	382	HMP
BACT_796	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasmopsis	Mycoplasmopsis pulmonis	Mycoplasmopsis pulmonis UAB CTIP	2107	HMP
BACT_858	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Pasteurella multocida	Pasteurella multocida subsp. multocida str. Pm70	747	HMP
BACT_505	Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	Elusimicrobium minutum	Elusimicrobium minutum Pei191	423605	HMP
BACT_619	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Histophilus	Histophilus somni	Histophilus somni 2336	731	HMP
BACT_928	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	Pseudomonas putida GB-1	303	HMP
BACT_169	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus mycoides	Bacillus mycoides KBAB4	1405	HMP
BACT_901	Bacteria	Cyanobacteria	NA	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus	Prochlorococcus marinus str. MIT 9215	1219	HMP
BACT_1231	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio campbellii	Vibrio campbellii CAIM 519 = NBRC 15631 = ATCC 25920	680	HMP
BACT_138	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cytotoxicus	Bacillus cytotoxicus NVH 391-98	580165	HMP
BACT_245	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium sp. ORS 278	NA	114615	HMP
BACT_907	Bacteria	Cyanobacteria	NA	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus	Prochlorococcus marinus str. NATL1A	1219	HMP
BACT_93	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Azoarcus	Azoarcus olearius	NA	418699	HMP
BACT_1053	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella amazonensis	Shewanella amazonensis SB2B	60478	HMP
BACT_773	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium avium	Mycobacterium avium 104	1764	HMP
BACT_1064	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. ANA-3	NA	94122	HMP
BACT_1120	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thermophilus	Streptococcus thermophilus LMD-9	1308	HMP
BACT_1057	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella frigidimarina	Shewanella frigidimarina NCIMB 400	56812	HMP
BACT_1150	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. CC9311	NA	64471	HMP
BACT_559	Bacteria	Actinobacteria	Actinomycetia	Frankiales	Frankiaceae	Frankia	Frankia alni	Frankia alni ACN14a	1859	HMP
BACT_461	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus geothermalis	Deinococcus geothermalis DSM 11300	68909	HMP
BACT_815	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Nitrobacter	Nitrobacter hamburgensis	Nitrobacter hamburgensis X14	912	HMP
BACT_981	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Rhodopseudomonas	Rhodopseudomonas palustris	Rhodopseudomonas palustris BisB5	1076	HMP
BACT_1056	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella denitrificans	Shewanella denitrificans OS217	192073	HMP
BACT_980	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Rhodopseudomonas	Rhodopseudomonas palustris	Rhodopseudomonas palustris BisB18	1076	HMP
BACT_560	Bacteria	Actinobacteria	Actinomycetia	Frankiales	Frankiaceae	Frankia	Frankia casuarinae	NA	106370	HMP
BACT_87	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	Aster yellows witches'-broom phytoplasma	Aster yellows witches'-broom phytoplasma AYWB	229545	HMP
BACT_684	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus sakei	Latilactobacillus sakei subsp. sakei 23K	1599	HMP
BACT_817	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Nitrobacter	Nitrobacter winogradskyi	Nitrobacter winogradskyi Nb-255	913	HMP
BACT_1070	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella sonnei	Shigella sonnei Ss046	624	HMP
BACT_923	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas protegens	Pseudomonas protegens Pf-5	380021	HMP
BACT_1034	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67	28901	HMP
BACT_140	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalihalobacillus	Alkalihalobacillus clausii	Alkalihalobacillus clausii KSM-K16	79880	HMP
BACT_588	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus kaustophilus	Geobacillus kaustophilus HTA426	1462	HMP
BACT_756	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcus	Methylococcus capsulatus	Methylococcus capsulatus str. Bath	414	HMP
BACT_728	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Basfia	[Mannheimia] succiniciproducens	[Mannheimia] succiniciproducens MBEL55E	157673	HMP
BACT_520	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium atrosepticum	Pectobacterium atrosepticum SCRI1043	29471	HMP
BACT_30	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter baylyi	Acinetobacter baylyi ADP1	202950	HMP
BACT_1276	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pestis	Yersinia pestis biovar Microtus str. 91001	632	HMP
BACT_111	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus ATCC 10987	1396	HMP
BACT_1244	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio vulnificus	Vibrio vulnificus YJ016	672	HMP
BACT_880	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Photorhabdus	Photorhabdus laumondii	Photorhabdus laumondii subsp. laumondii TTO1	2218628	HMP
BACT_227	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchiseptica	Bordetella bronchiseptica RB50	518	HMP
BACT_615	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	[Haemophilus] ducreyi	[Haemophilus] ducreyi 35000HP	730	HMP
BACT_628	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter hepaticus	Helicobacter hepaticus ATCC 51449	32025	HMP
BACT_112	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus ATCC 14579	1396	HMP
BACT_416	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium tetani	Clostridium tetani E88	1513	HMP
BACT_1060	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella oneidensis	Shewanella oneidensis MR-1	70863	HMP
BACT_1069	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella flexneri	Shigella flexneri 2a str. 301	623	HMP
BACT_355	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	Chlorobaculum tepidum	Chlorobaculum tepidum TLS	1097	HMP
BACT_406	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium perfringens	Clostridium perfringens str. 13	1502	HMP
BACT_828	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc sp. PCC 7120 = FACHB-418	NA	103690	HMP
BACT_47	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium	Agrobacterium fabrum	Agrobacterium fabrum str. C58	1176649	HMP
BACT_807	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis	Neisseria meningitidis MC58	487	HMP
BACT_73	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp. K	NA	447217	HMP
BACT_872	Bacteria	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae	Petrotoga	Petrotoga mobilis	Petrotoga mobilis SJ95	69499	HMP
BACT_72	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp. Fw109-5	NA	404589	HMP
BACT_556	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium psychrophilum	Flavobacterium psychrophilum JIP02/86	96345	HMP
BACT_98	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus 03BB102	1396	HMP
BACT_253	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	Brucella melitensis	Brucella melitensis ATCC 23457	29459	HMP
BACT_1092	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus carnosus	Staphylococcus carnosus subsp. carnosus TM300	1281	HMP
BACT_622	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Halothermothrix	Halothermothrix orenii	Halothermothrix orenii H 168	31909	HMP
BACT_714	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	Listeria monocytogenes HCC23	1639	HMP
BACT_20	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	Acinetobacter baumannii AB307-0294	470	HMP
BACT_219	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088	216816	HMP
BACT_19	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	Acinetobacter baumannii AB0057	470	HMP
BACT_78	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus flavithermus	Anoxybacillus flavithermus WK1	33934	HMP
BACT_838	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Afipia	Afipia carboxidovorans	Afipia carboxidovorans OM5	40137	HMP
BACT_237	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia recurrentis	Borrelia recurrentis A1	44449	HMP
BACT_232	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia duttonii	Borrelia duttonii Ly	40834	HMP
BACT_1035	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853	28901	HMP
BACT_1229	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Aliivibrio	Aliivibrio fischeri	Aliivibrio fischeri MJ11	668	HMP
BACT_1033	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	Salmonella enterica subsp. enterica serovar Agona str. SL483	28901	HMP
BACT_874	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium zucineum	Phenylobacterium zucineum HLK1	284016	HMP
